Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,IsAlone,HasCabin,Fare_log
0,3,1,9.0,1,1,15.2458,1,0,0,2.7878344138303452
1,1,1,16.0,0,1,39.4,3,0,1,3.6988297849671046
0,2,1,44.0,1,0,26.0,3,0,0,3.295836866004329
1,3,1,18.0,0,1,9.35,3,0,0,2.336986519711378
1,1,1,45.0,1,1,164.8667,3,0,0,5.11118445372147
1,1,2,51.0,0,0,14.5,3,1,1,2.740840023925201
1,3,1,24.0,0,3,19.2583,1,0,0,3.0085645861193133
0,3,2,28.0,0,0,14.5,1,1,0,2.740840023925201
0,3,2,41.0,2,0,14.5,3,0,0,2.740840023925201
0,2,2,21.0,1,0,11.5,3,0,0,2.5257286443082556
1,1,1,48.0,0,0,25.9292,3,1,1,3.2932111997353943
0,3,1,28.0,8,2,69.55,3,0,0,4.256321678298823
0,2,2,24.0,0,0,13.0,3,1,0,2.639057329615259
1,2,1,42.0,0,0,13.0,3,1,0,2.639057329615259
1,2,1,27.0,1,0,13.8583,1,0,0,2.698558631668595
0,1,2,31.0,0,0,50.4958,3,1,1,3.941500250945973
0,3,2,28.0,0,0,9.5,3,1,0,2.3513752571634776
1,3,2,4.0,1,1,11.1333,3,0,0,2.4959537387180646
0,3,2,26.0,0,0,7.8958,3,1,0,2.1855792552411137
1,1,1,47.0,1,1,52.5542,3,0,1,3.9806942251907276
0,1,2,33.0,0,0,14.5,3,1,1,2.740840023925201
0,3,2,47.0,0,0,9.0,3,1,0,2.302585092994046
1,2,1,28.0,1,0,24.0,1,0,0,3.2188758248682006
1,3,1,15.0,0,0,14.5,1,1,0,2.740840023925201
0,3,2,20.0,0,0,14.5,3,1,0,2.740840023925201
0,3,2,19.0,0,0,7.8958,3,1,0,2.1855792552411137
0,3,2,28.0,0,0,7.8958,3,1,0,2.1855792552411137
1,1,1,56.0,0,1,83.1583,1,0,1,4.432699549165613
1,2,1,25.0,0,1,26.0,3,0,0,3.295836866004329
0,3,2,33.0,0,0,7.8958,3,1,0,2.1855792552411137
0,3,1,22.0,0,0,10.5167,3,1,0,2.4437981558973862
0,2,2,28.0,0,0,10.5,3,1,0,2.4423470353692043
0,3,2,25.0,0,0,7.05,3,1,0,2.085672091430472
0,3,1,39.0,0,5,14.5,2,0,0,2.740840023925201
0,2,2,27.0,0,0,13.0,3,1,0,2.639057329615259
1,1,1,19.0,0,0,30.0,3,1,1,3.4339872044851463
0,3,1,28.0,1,2,23.45,3,0,0,3.196630215920881
1,1,2,26.0,0,0,30.0,1,1,1,3.4339872044851463
0,3,2,32.0,0,0,7.75,2,1,0,2.169053700369523
